batter,runs,balls,fours,sixes,strike_rate,dismissal
Parthiv Patel,70,44,9,1,159.09,c Karthik b Faulkner
Jos Buttler,9,7,2,0,128.57,run out (Faulkner)
Nitish Rana,19,16,1,1,118.75,lbw b Ankit Soni
Rohit Sharma,5,13,0,0,38.46,c Karthik b Faulkner
Kieron Pollard,15,11,2,0,136.36,c Brendon McCullum b Basil Thampi
Krunal Pandya,29,20,2,1,145.0,run out (Ravindra Jadeja)
Hardik Pandya,4,5,0,0,80.0,c Ishan Kishan b Basil Thampi
Harbhajan Singh,0,1,0,0,0.0,lbw b Basil Thampi
Mitchell McClenaghan,1,1,0,0,100.0,run out (Irfan Pathan)
Jasprit  Bumrah,0,1,0,0,0.0,run out (Ravindra Jadeja)
Lasith Malinga,0,1,0,0,0.0,not out
