over,runs,wickets
1,1,0
2,8,0
3,6,0
4,12,0
5,13,0
6,13,0
7,9,0
8,6,0
9,9,0
10,10,0
11,3,0
12,7,0
13,13,0
14,6,0
15,5,0
16,5,0
17,16,0
18,9,0
19,12,0
