over,runs,wickets
1,9,0
2,5,0
3,8,0
4,0,0
5,8,0
6,11,0
7,6,0
8,11,0
9,6,0
10,9,0
11,3,0
12,1,0
13,1,0
14,5,0
15,5,0
16,13,0
17,8,0
18,17,0
19,9,0
20,8,0
