batter,runs,balls,fours,sixes,strike_rate,dismissal
Prabhsimran,0,1,0,0,0.0,lbw b Bhuvneshwar
Dhawan,99,66,12,5,150.0,not out
Matthew Short,1,3,0,0,33.33,lbw b Marco Jansen
Jitesh Sharma,4,9,1,0,44.44,c Markram b Marco Jansen
Sam Curran,22,15,3,1,146.67,c Bhuvneshwar b Markande
Raza,5,6,0,0,83.33,c Mayank Agarwal b Umran Malik
Shahrukh Khan,4,3,1,0,133.33,lbw b Markande
Harpreet Brar,1,2,0,0,50.0,b Umran Malik
Rahul Chahar,0,8,0,0,0.0,lbw b Markande
Nathan Ellis,0,5,0,0,0.0,b Markande
Mohit Rathee,1,2,0,0,50.0,not out
