over,runs,wickets
1,14,0
2,11,0
3,6,0
4,8,0
5,10,0
6,12,0
7,3,0
8,4,0
9,8,0
10,3,0
11,3,0
12,4,0
13,11,0
14,9,0
15,12,0
16,6,0
17,7,0
18,8,0
19,9,0
20,5,0
