Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
BHUTAN WOMEN'S T20I TRI-SERIES 2026,0-9,BTNW,T20I,Gelephu,27 Jan 26,9,1,0
BHUTAN WOMEN'S T20I TRI-SERIES 2026,0-10,BTNW,T20I,Gelephu,24 Jan 26,10,1,0
BHUTAN WOMEN'S T20I TRI-SERIES 2026,0-20,BTNW,T20I,Gelephu,20 Jan 26,9,2.2,0
SEA GAMES WOMENS TWENTY20 CRICKET COMPETITION 2025,0-9,MMRW,T20I,Bangkok,18 Dec 25,9,1,0
SEA GAMES WOMENS TWENTY20 CRICKET COMPETITION 2025,0-15,PHIW,T20I,Bangkok,17 Dec 25,3.7,4,0
SEA GAMES WOMENS TWENTY20 CRICKET COMPETITION 2025,1-22,IDNW,T20I,Bangkok,15 Dec 25,7.3,3,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",0-28,HKC W,T20I,Kuala Lumpur,04 Dec 25,9.3,3,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",0-14,HKC W,T20I,Kuala Lumpur,03 Dec 25,4.6,3,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",0-16,HKC W,T20I,Kuala Lumpur,01 Dec 25,8,2,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",0-8,HKC W,T20I,Kuala Lumpur,30 Nov 25,4,2,0
NEPAL WOMEN TOUR OF MALAYSIA 2025,0-21,NEPW,T20I,Kuala Lumpur,08 Oct 25,7,3,0
NEPAL WOMEN TOUR OF MALAYSIA 2025,0-16,NEPW,T20I,Kuala Lumpur,07 Oct 25,12.3,1.3,0
NEPAL WOMEN TOUR OF MALAYSIA 2025,0-33,NEPW,T20I,Kuala Lumpur,05 Oct 25,8.2,4,0
NEPAL WOMEN TOUR OF MALAYSIA 2025,0-16,NEPW,T20I,Kuala Lumpur,04 Oct 25,5.3,3,0
NEPAL WOMEN TOUR OF MALAYSIA 2025,2-13,NEPW,T20I,Kuala Lumpur,02 Oct 25,3.2,4,0
"NAMIBIA WOMEN TOUR OF MALAYSIA, 2024",0-18,NAMW,T20I,Kuala Lumpur,12 Dec 24,6,3,0
"NAMIBIA WOMEN TOUR OF MALAYSIA, 2024",2-11,NAMW,T20I,Kuala Lumpur,11 Dec 24,2.7,4,1
"NAMIBIA WOMEN TOUR OF MALAYSIA, 2024",1-19,NAMW,T20I,Kuala Lumpur,10 Dec 24,4.7,4,0
"WOMENS ASIA CUP T20, 2024",0-40,BANW,T20I,Dambulla,24 Jul 24,10,4,0
"WOMENS ASIA CUP T20, 2024",2-34,SLW,T20I,Dambulla,22 Jul 24,8.5,4,0
"WOMENS ASIA CUP T20, 2024",1-28,THAIW,T20I,Dambulla,20 Jul 24,7,4,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,0-21,UAEW,T20I,Kuala Lumpur,18 Feb 24,10.5,2,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,1-17,NEPW,T20I,Kuala Lumpur,16 Feb 24,4.2,4,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,1-12,QATW,T20I,Kuala Lumpur,11 Feb 24,3.5,3.4,1
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,1-8,IDNW,T20I,Kuala Lumpur,10 Feb 24,2.6,3,0
"KUWAIT WOMEN TOUR OF MALAYSIA, 2024",1-21,KUWW,T20I,Johor Bahru,06 Feb 24,5.2,4,0
