over,runs,wickets
1,6,0
2,5,0
3,2,0
4,17,0
5,9,0
6,6,0
7,9,0
8,7,0
9,9,0
10,7,0
11,7,0
12,6,0
13,17,0
14,11,0
15,5,0
16,4,0
17,11,0
18,6,0
19,11,0
20,11,0
