batter,runs,balls,fours,sixes,strike_rate,dismissal
Wriddhiman Saha,24,20,3,0,120.0,b Chawla
Murali Vijay,6,11,1,0,54.55,c Shakib b M Morkel
David Miller,13,18,0,0,72.22,c (sub)Sathish b A Russell
Glenn Maxwell,68,42,6,4,161.9,lbw b Chawla
Mohit Sharma,1,1,0,0,100.0,not out
Gurkeerat Singh Mann,11,11,1,0,100.0,run out ((sub)Sathish/Uthappa)
Sandeep Sharma,1,1,0,0,100.0,not out
Manan Vohra,0,5,0,0,0.0,c Shakib b A Russell
Axar Patel,21,7,1,2,300.0,run out (A Russell)
Marcus Stoinis,0,3,0,0,0.0,c Chawla b A Russell
Swapnil Singh,0,1,0,0,0.0,lbw b A Russell
