batter,runs,balls,fours,sixes,strike_rate,dismissal
Gautam Gambhir,8,7,1,0,114.29,b Shivam Mavi
Jason Roy,1,3,0,0,33.33,st Karthik b Chawla
Shreyas Iyer,4,3,1,0,133.33,c Nitish Rana b A Russell
Rishabh Pant,43,26,7,1,165.38,c Chawla b Kuldeep Yadav
Glenn Maxwell,47,22,3,4,213.64,c Uthappa b Kuldeep Yadav
Rahul Tewatia,1,2,0,0,50.0,c A Russell b Tom Curran
Vijay Shankar,2,4,0,0,50.0,lbw b Narine
Chris Morris,2,3,0,0,66.67,b Narine
Mohammed Shami,7,6,1,0,116.67,c A Russell b Narine
Shahbaz Nadeem,6,8,0,0,75.0,not out
Trent Boult,0,2,0,0,0.0,c and b Kuldeep Yadav
