batter,runs,balls,fours,sixes,strike_rate,dismissal
Rohit Sharma,8,7,1,0,114.29,c Joshua Little b Shami
Nehal Wadhera,4,3,1,0,133.33,c W Saha b Shami
Cameron Green,30,20,2,2,150.0,b Joshua Little
Suryakumar Yadav,61,38,7,2,160.53,b Mohit Sharma
Tilak Varma,43,14,5,3,307.14,b Rashid Khan
Vishnu Vinod,5,7,0,0,71.43,c Hardik Pandya b Mohit Sharma
Tim David,2,3,0,0,66.67,lbw b Rashid Khan
Chris Jordan,2,5,0,0,40.0,c Sai Sudharsan b Mohit Sharma
Piyush Chawla,0,2,0,0,0.0,c Miller b Mohit Sharma
Kumar Kartikeya,6,7,1,0,85.71,c Miller b Mohit Sharma
Jason Behrendorff,3,5,0,0,60.0,not out
