batter,runs,balls,fours,sixes,strike_rate,dismissal
Dale Steyn,19,11,3,0,172.73,not out
Praveen Kumar,4,6,0,0,66.67,run out (H Pandya/K Pollard)
Eoin Morgan,9,14,1,0,64.29,c L Simmons b McClenaghan
Moises Henriques,11,19,1,0,57.89,st Parthiv Patel b Jagadeesha Suchith
Shikhar Dhawan,1,2,0,0,50.0,b Malinga
Naman Ojha,0,1,0,0,0.0,c Rohit b Jagadeesha Suchith
Bhuvneshwar Kumar,0,2,0,0,0.0,c H Pandya b McClenaghan
David Warner,6,5,1,0,120.0,c K Pollard b McClenaghan
Karn Sharma,15,21,0,0,71.43,c Jagadeesha Suchith b Malinga
Ashish Reddy,17,15,0,1,113.33,c Vinay b K Pollard
KL Rahul,25,24,2,0,104.17,b Harbhajan
