Stat,Test,ODI,T20,IPL
Matches,2,8,11,34
Innings,3,5,3,7
Runs,8,107,12,33
Balls,27,137,11,37
Highest,5,45,11,12
Average,4,53.5,0,8.25
SR,29.63,78.11,109.10,89.19
Not Out,1,3,3,3
Fours,1,9,2,3
Sixes,0,3,0,0
Ducks,0,0,0,0
