Stat,Test,ODI,T20,IPL
Matches,2,8,11,34
Innings,4,8,9,33
Balls,251,420,197,676
Runs,172,481,235,1011
Maidens,5,0,1,1
Wickets,4,6,13,23
Avg,43.0,80.17,18.08,43.96
Eco,4.11,6.87,7.16,8.97
SR,62.75,70.0,15.15,29.39
BBI,2/54,2/58,3/17,3/40
BBM,4/119,2/58,3/17,3/40
