bowler,overs,maidens,runs,wickets,economy
Nathan Coulter-Nile,3.3,0,30,0,9.09
Domnic Muthuswami,1.0,0,14,0,14.0
Imran Tahir,2.0,0,20,0,10.0
Jean-Paul Duminy,1.0,0,7,0,7.0
Amit Mishra,2.0,0,25,0,12.5
Angelo Mathews,1.0,0,3,0,3.0
