batter,runs,balls,fours,sixes,strike_rate,dismissal
Robin Uthappa,6,2,0,1,300.0,c K Nagarkoti b Cummins
Ben Stokes,18,11,2,1,163.64,c Karthik b Cummins
Steven Smith,4,4,1,0,100.0,b Cummins
Sanju Samson,1,4,0,0,25.0,c Karthik b Shivam Mavi
Jos Buttler,35,22,4,1,159.09,c Cummins b Chakravarthy
Riyan Parag,0,7,0,0,0.0,c Karthik b Cummins
Rahul Tewatia,31,27,2,1,114.81,c Karthik b Chakravarthy
Shreyas Gopal,23,23,2,0,100.0,not out
Jofra Archer,6,9,0,0,66.67,c Shivam Mavi b K Nagarkoti
Kartik Tyagi,2,3,0,0,66.67,c and b Shivam Mavi
Varun Aaron,0,8,0,0,0.0,not out
