bowler,overs,maidens,runs,wickets,economy
Umesh,3.0,0,42,0,14.0
Lockie Ferguson,2.0,0,37,0,18.5
Narine,4.0,0,28,0,7.0
Russell,2.1,0,22,3,10.2
Chakaravarthy,4.0,0,41,1,10.2
Suyash Sharma,4.0,0,44,0,11.0
Thakur,0.5,0,14,0,16.8
