Stat,Test,ODI,T20,IPL
Matches,17,29,60,76
Innings,29,20,25,55
Runs,885,372,265,720
Balls,1930,452,200,546
Highest,101,51,50,55
Average,42.14,20.67,16.56,18.95
SR,45.86,82.31,132.50,131.87
Not Out,8,2,9,17
Fours,75,25,21,65
Sixes,19,11,14,22
Ducks,3,0,4,2
