Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
INDIAN PREMIER LEAGUE 2026,0-13,MI,T20,Ahmedabad,20 Apr 26,13,1,0
INDIAN PREMIER LEAGUE 2026,0-11,DC,T20,Delhi,08 Apr 26,11,1,0
INDIAN PREMIER LEAGUE 2026,1-27,PBKS,T20,New Chandigarh,31 Mar 26,8.7,3.1,0
ICC MEN'S T20 WORLD CUP 2026,0-17,RSA,T20I,Ahmedabad,22 Feb 26,8.5,2,0
ICC MEN'S T20 WORLD CUP 2026,0-36,NED,T20I,Ahmedabad,18 Feb 26,9,4,0
"NEW ZEALAND TOUR OF INDIA, 2026",0-27,NZ,ODI,Vadodara,11 Jan 26,5.4,5,0
"SOUTH AFRICA TOUR OF INDIA, 2025",0-30,RSA,T20I,Ahmedabad,19 Dec 25,7.5,4,0
"SOUTH AFRICA TOUR OF INDIA, 2025",0-28,RSA,ODI,Raipur,03 Dec 25,7,4,0
"SOUTH AFRICA TOUR OF INDIA, 2025",0-18,RSA,ODI,Ranchi,30 Nov 25,6,3,0
"SOUTH AFRICA TOUR OF INDIA, 2025",0-58 & 1-67,RSA,Test,Guwahati,22 Nov 25,2.2 & 3,26 & 22,5 & 2
"SOUTH AFRICA TOUR OF INDIA, 2025",0-3 & DNB,RSA,Test,Kolkata,14 Nov 25,3 & DNB,1 & DNB,0 & DNB
"INDIA TOUR OF AUSTRALIA, 2025",3-3,AUS,T20I,Queensland,06 Nov 25,2.5,1.2,0
"INDIA TOUR OF AUSTRALIA, 2025",2-44,AUS,ODI,Sydney,25 Oct 25,4.4,10,0
"INDIA TOUR OF AUSTRALIA, 2025",2-37,AUS,ODI,Adelaide,23 Oct 25,5.2,7,0
"INDIA TOUR OF AUSTRALIA, 2025",1-14,AUS,ODI,Perth,19 Oct 25,7,2,0
"WEST INDIES TOUR OF INDIA, 2025",0-41 & 1-80,WI,Test,Delhi,10 Oct 25,3.1 & 3.4,13 & 23,2 & 3
"WEST INDIES TOUR OF INDIA, 2025",1-9 & 1-18,WI,Test,Ahmedabad,02 Oct 25,3 & 2.5,3 & 7,0 & 1
"INDIA TOUR OF ENGLAND, 2025",DNB & 0-19,ENG,Test,London,31 Jul 25,DNB & 4.7,DNB & 4,DNB & 0
"INDIA TOUR OF ENGLAND, 2025",2-107 & DNB,ENG,Test,Manchester,23 Jul 25,3.8 & DNB,28 & DNB,4 & DNB
"INDIA TOUR OF ENGLAND, 2025",0-21 & 4-22,ENG,Test,London,10 Jul 25,2.1 & 1.8,10 & 12.1,1 & 2
"INDIA TOUR OF ENGLAND, 2025",0-73 & 1-28,ENG,Test,Birmingham,02 Jul 25,5.2 & 4.6,14 & 6,0 & 2
INDIAN PREMIER LEAGUE 2025,0-7,MI,T20,New Chandigarh,30 May 25,7,1,0
INDIAN PREMIER LEAGUE 2025,0-6,SRH,T20,Ahmedabad,02 May 25,6,1,0
INDIAN PREMIER LEAGUE 2025,0-34,RR,T20,Jaipur,28 Apr 25,22.6,1.5,0
INDIAN PREMIER LEAGUE 2025,1-36,KKR,T20,Kolkata,21 Apr 25,12,3,0
INDIAN PREMIER LEAGUE 2025,1-28,LSG,T20,Lucknow,12 Apr 25,7,4,0
"ENGLAND TOUR OF INDIA, 2025",1-43,ENG,ODI,Ahmedabad,12 Feb 25,8.6,5,0
