batter,runs,balls,fours,sixes,strike_rate,dismissal
Ishan Kishan,32,36,3,0,88.89,c Mayank Yadav b Ravi Bishnoi
Rohit,4,5,1,0,80.0,c Stoinis b Mohsin Khan
Suryakumar Yadav,10,6,0,1,166.67,c Rahul b Stoinis
Tilak Varma,7,11,1,0,63.64,run out (Ravi Bishnoi)
Hardik Pandya,0,1,0,0,0.0,c Rahul b Naveen-ul-Haq
Nehal Wadhera,46,41,4,2,112.2,b Mohsin Khan
Tim David,35,18,3,1,194.44,not out
Nabi,1,2,0,0,50.0,b Mayank Yadav
Gerald Coetzee,1,2,0,0,50.0,not out
