batter,runs,balls,fours,sixes,strike_rate,dismissal
Zaheer Khan,4,9,1,0,44.44,c M Pandey b J Hastings
Amit Mishra,3,9,0,0,33.33,c Gambhir b B Hogg
Mayank Agarwal,9,11,1,0,81.82,c B Hogg b A Russell
Nathan Coulter-Nile,7,11,1,0,63.64,not out
Carlos Brathwaite,6,4,0,1,150.0,lbw b Chawla
Karun Nair,3,8,0,0,37.5,c M Pandey b J Hastings
Sanju Samson,15,13,2,0,115.38,c Uthappa b B Hogg
Pawan Negi,11,19,0,1,57.89,st Uthappa b B Hogg
Chris Morris,11,9,2,0,122.22,b Chawla
Quinton de Kock,17,10,1,1,170.0,c Y Pathan b A Russell
Shreyas Iyer,0,3,0,0,0.0,lbw b A Russell
