batter,runs,balls,fours,sixes,strike_rate,dismissal
Jacques Kallis,4,6,1,0,66.67,c Manhas b Ashwin
Gautam Gambhir,6,6,1,0,100.0,run out (Dhoni/Hilfenhaus)
Piyush Chawla,1,2,0,0,50.0,c du Plessis b Mohit Sharma
Robin Uthappa,47,38,5,1,123.68,c Dhoni b R Jadeja
Shakib Al Hasan,0,1,0,0,0.0,c Mohit Sharma b R Jadeja
Yusuf Pathan,41,29,1,4,141.38,lbw b Mohit Sharma
Manish Pandey,1,2,0,0,50.0,c B McCullum b R Jadeja
Sunil Narine,1,1,0,0,100.0,not out
Andre Russell,1,5,0,0,20.0,b Mohit Sharma
Suryakumar Yadav,8,13,0,0,61.54,lbw b R Jadeja
