batter,runs,balls,fours,sixes,strike_rate,dismissal
Dinesh Karthik,21,22,2,0,95.45,b Ashwin
Jean-Paul Duminy,15,14,0,0,107.14,lbw b Dwayne Smith
Ross Taylor,6,6,1,0,100.0,c Dhoni b Hilfenhaus
Manoj Tiwary,0,2,0,0,0.0,c du Plessis b I Pandey
Murali Vijay,11,12,2,0,91.67,c du Plessis b Mohit Sharma
Mayank Agarwal,2,7,0,0,28.57,c Raina b I Pandey
Jaydev Unadkat,1,5,0,0,20.0,not out
Shahbaz Nadeem,3,8,0,0,37.5,c Raina b R Jadeja
Mohammed Shami,1,3,0,0,33.33,c B McCullum b Ashwin
James Neesham,22,15,2,0,146.67,c Raina b R Jadeja
