bowler,overs,maidens,runs,wickets,economy
Sheldon Cottrell,3.0,0,30,0,10.0
Mohammed Shami,3.4,0,35,0,9.5
Harpreet Brar,4.0,0,41,0,10.2
Chris Jordan,3.0,0,42,0,14.0
Ravi Bishnoi,4.0,0,33,0,8.2
