batter,runs,balls,fours,sixes,strike_rate,dismissal
Zaheer Khan,0,3,0,0,0.0,b D Steyn
Tillakaratne Dilshan,7,8,1,0,87.5,c K Sangakkara b I Sharma
Daniel Vettori,3,6,0,0,50.0,not out
AB de Villiers,0,7,0,0,0.0,c K Sangakkara b M Gony
Johan van der Wath,0,1,0,0,0.0,c K Sangakkara b D Steyn
Virat Kohli,71,51,5,3,139.22,b M Gony
Cheteshwar Pujara,25,15,4,0,166.67,c D Christian b D Steyn
Saurabh Tiwary,7,10,0,0,70.0,c K Sangakkara b A Mishra
Sreenath Aravind,2,3,0,0,66.67,not out
Ryan Ninan,3,6,0,0,50.0,c K Sangakkara b D Christian
Mayank Agarwal,16,13,2,0,123.08,c A Mishra b M Gony
