Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
ICC MEN'S T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2026,0-13,PHI,T20I,"Sano, Kanto",08 May 26,6.5,2,0
"SWEDEN TOUR OF INDONESIA, 2026",2-25,SWE,T20I,Bali,11 Apr 26,8.3,3,0
"SWEDEN TOUR OF INDONESIA, 2026",1-10,SWE,T20I,Bali,09 Apr 26,5,2,1
"SWEDEN TOUR OF INDONESIA, 2026",1-2,SWE,T20I,Bali,07 Apr 26,2,1,0
"BAHRAIN TOUR OF INDONESIA, 2025",1-33,BHR,T20I,Bali,21 Nov 25,11,3,0
"BAHRAIN TOUR OF INDONESIA, 2025",1-29,BHR,T20I,Bali,19 Nov 25,7.2,4,0
"BAHRAIN TOUR OF INDONESIA, 2025",2-27,BHR,T20I,Bali,18 Nov 25,6.7,4,0
INDONESIA TRI-SERIES 2025,0-13,MMR,T20I,Bali,13 Nov 25,4.3,3,0
INDONESIA TRI-SERIES 2025,2-6,MMR,T20I,Bali,11 Nov 25,2,3,1
INDONESIA TRI-SERIES 2025,1-8,TLS,T20I,Bali,06 Nov 25,4,2,0
