bowler,overs,maidens,runs,wickets,economy
Dhawal Kulkarni,3,0,40,0,13.3
Krishnappa Gowtham,2,0,25,0,12.5
Jofra Archer,4,0,42,0,10.5
Ben Stokes,3,0,40,1,13.3
Shreyas Gopal,4,0,27,3,6.8
Jaydev Unadkat,3,0,26,1,8.7
