batter,runs,balls,fours,sixes,strike_rate,dismissal
Sai Sudharsan,5,9,0,0,55.56,c Aniket Verma b Shami
Shubman Gill,61,43,9,0,141.86,not out
Jos Buttler,0,3,0,0,0.0,c Klaasen b Cummins
Washington Sundar,49,29,5,2,168.97,c Aniket Verma b Shami
Sherfane Rutherford,35,16,6,1,218.75,not out
