batter,runs,balls,fours,sixes,strike_rate,dismissal
Stephen Fleming,0,2,0,0,0.0,lbw b Sohail Tanvir
Parthiv Patel,0,1,0,0,0.0,lbw b Sohail Tanvir
Muthiah Muralidaran,0,3,0,0,0.0,b Sohail Tanvir
Makhaya Ntini,11,12,2,0,91.67,b Sohail Tanvir
MS Dhoni,1,7,0,0,14.29,c Smith b Warne
Joginder Sharma,0,1,0,0,0.0,c Sohail Tanvir b Patel
Suresh Raina,27,27,2,0,100.0,c Sohail Tanvir b Patel
Vidyut Sivaramakrishnan,5,10,1,0,50.0,c Warne b Sohail Tanvir
Albie Morkel,42,33,4,1,127.27,b Sohail Tanvir
S Badrinath,15,14,3,0,107.14,c &amp; b Watson
Manpreet Gony,1,4,0,0,25.0,not out
