bowler,overs,maidens,runs,wickets,economy
Arshdeep Singh,4,0,39,0,9.8
Yash Thakur,4,0,39,1,9.8
Glenn Maxwell,2,0,11,1,5.5
Marco Jansen,4,0,48,0,12.0
Lockie Ferguson,4,0,40,2,10.0
Marcus Stoinis,1,0,10,0,10.0
Yuzvendra Chahal,1,0,9,0,9.0
