batter,runs,balls,fours,sixes,strike_rate,dismissal
Parthiv Patel,11,8,2,0,137.5,c Manish Pandey b Nabi
Shimron Hetmyer,9,9,0,1,100.0,st Bairstow b Nabi
Virat Kohli,3,10,0,0,30.0,c Warner b Sandeep Sharma
AB de Villiers,1,2,0,0,50.0,b Nabi
Moeen Ali,2,8,0,0,25.0,run out (Nabi/Sandeep Sharma)
Shivam Dube,5,7,1,0,71.43,c Deepak Hooda b Nabi
Colin de Grandhomme,37,32,3,2,115.62,run out (Bhuvneshwar/Vijay Shankar)
Prayas Barman,19,24,2,0,79.17,c Deepak Hooda b Sandeep Sharma
Umesh Yadav,14,9,1,1,155.56,run out (Vijay Shankar/Rashid Khan)
Mohammed Siraj,3,8,0,0,37.5,not out
Yuzvendra Chahal,1,3,0,0,33.33,c Deepak Hooda b Sandeep Sharma
