over,runs,wickets
1,10,0
2,8,0
3,19,0
4,20,0
5,11,0
6,2,0
7,11,0
8,5,0
9,14,0
10,10,0
11,19,0
12,11,0
13,15,0
14,7,0
15,9,0
16,7,0
17,12,0
18,10,0
19,17,0
20,18,0
