batter,runs,balls,fours,sixes,strike_rate,dismissal
Sourav Ganguly,16,9,3,0,177.78,c S Marsh b D Mascarenhas
Ashish Nehra,2,4,0,0,50.0,not out
Marlon Samuels,2,12,0,0,16.67,b D Mascarenhas
Robin Uthappa,17,16,0,1,106.25,c B Sharma b D Mascarenhas
Jesse Ryder,7,11,1,0,63.64,run out (D Hussey/A Gilchrist)
Mithun Manhas,31,28,3,1,110.71,b D Mascarenhas
Ashok Dinda,2,5,0,0,40.0,run out (Awana)
Angelo Mathews,11,9,2,0,122.22,lbw b H Singh
Manish Pandey,0,3,0,0,0.0,c D Hussey b H Singh
Steven Smith,13,13,1,0,100.0,b P Chawla
Rahul Sharma,2,4,0,0,50.0,c M Singh b D Mascarenhas
