bowler,overs,maidens,runs,wickets,economy
Alfonso Thomas,4,0,23,2,5.75
Jerome Taylor,4,0,44,1,11.0
Kamran Khan,3,0,47,0,15.67
Rahul Sharma,4,0,27,2,6.75
Mithun Manhas,1,0,9,0,9.0
Yuvraj Singh,2,0,10,0,5.0
Jesse Ryder,2,0,20,0,10.0
