Stat,Test,ODI,T20,IPL
Matches,0,1,44,86
Innings,0,1,14,20
Runs,0,4,65,45
Balls,0,2,52,69
Highest,0,4,10,13
Average,0,0,9.29,3.75
SR,0,200.00,125.00,65.22
Not Out,0,1,7,8
Fours,0,1,9,2
Sixes,0,0,1,2
Ducks,0,0,2,4
