Stat,Test,ODI,T20,IPL
Matches,0,1,44,86
Innings,0,1,44,85
Balls,0,48,1012,1789
Runs,0,69,1249,2494
Maidens,0,0,3,1
Wickets,0,1,64,83
Avg,0.0,69.0,19.52,30.05
Eco,0,8.63,7.41,8.36
SR,0.0,48.0,15.81,21.55
BBI,-/-,1/69,4/13,4/41
BBM,-/-,1/69,4/13,4/41
