batter,runs,balls,fours,sixes,strike_rate,dismissal
Sachin Tendulkar,45,35,6,0,128.57,c Vijay b Thushara
Harbhajan Singh,33,23,2,3,143.48,b Bollinger
Dwayne Bravo,2,3,0,0,66.67,c Thushara b Tyagi
Kieron Pollard,5,6,0,0,83.33,c Vijay b Ashwin
Shikhar Dhawan,16,18,2,0,88.89,b Thushara
Saurabh Tiwary,14,18,1,0,77.78,c Hayden b Jakati
Ryan McLaren,1,3,0,0,33.33,lbw b Ashwin
Ambati Rayudu,3,4,0,0,75.0,st Dhoni b Raina
Rajagopal Sathish,4,5,0,0,80.0,run out (Badrinath/Dhoni)
Abu Nechim,4,7,0,0,57.14,not out
