Stat,Test,ODI,T20
WPL,Matches,0,0
Innings,0,0,13
Runs,0,0,98
Balls,0,0,121
Highest,0,0,15
Average,0,0,9.8
SR,0,0,81.00
Not Out,0,0,3
Fours,0,0,9
Sixes,0,0,0
Ducks,0,0,1
