over,runs,wickets
1,10,0
2,2,0
3,8,0
4,5,0
5,9,0
6,10,0
7,4,0
8,4,0
9,7,0
10,4,0
11,8,0
12,12,0
13,14,0
14,3,0
15,16,0
16,17,0
17,8,0
18,14,0
19,12,0
20,22,0
