batter,runs,balls,fours,sixes,strike_rate,dismissal
Kelis Ndhlovu,51,72,8,0,70.83,lbw b Syeda Aroob Shah
Kelly Ndiraya,8,6,2,0,133.33,c Ayesha Zafar b Tasmia Rubab
Vimbai Mutungwindu,2,2,0,0,100.0,c Muneeba Ali b Tasmia Rubab
Beloved Biza,73,88,12,0,82.95,c Aliya Riaz b Tasmia Rubab
Runyararo Pasipanodya,7,12,1,0,58.33,b Syeda Aroob Shah
Adel Zimunu,23,30,3,0,76.67,b Momina Riasat
Christine Mutasa,2,4,0,0,50.0,c Aliya Riaz b Ayesha Zafar
Nomvelo Sibanda,35,55,2,0,63.64,not out
Kudzai Chigora,0,6,0,0,0.0,c and b Ayesha Zafar
Lindokuhle Mabhero,8,14,1,0,57.14,run out (Gull Feroza/Muneeba Ali)
Olinda Chare,4,11,0,0,36.36,not out
