bowler,overs,maidens,runs,wickets,economy
Diana Baig,6,1,32,0,5.3
Tasmia Rubab,10,0,49,3,4.9
Rameen Shamim,7,0,32,0,4.6
Momina Riasat,10,0,39,1,3.9
Syeda Aroob Shah,8,0,36,2,4.5
Natalia Pervaiz,3,0,19,0,6.3
Ayesha Zafar,6,2,13,2,2.2
