over,runs,wickets
1,0,0
2,8,0
3,10,0
4,4,0
5,7,0
6,12,0
7,6,0
8,4,0
9,7,0
10,4,0
11,11,0
12,7,0
13,3,0
14,4,0
15,15,0
16,22,0
17,5,0
18,18,0
19,19,0
20,25,0
