Stat,Test,ODI,T20,IPL
Matches,15,71,94,173
Innings,24,49,57,132
Runs,688,858,702,1960
Balls,1297,935,524,1489
Highest,84,64,65,66
Average,34.4,23.19,18.47,20.63
SR,53.05,91.77,133.97,131.64
Not Out,4,12,19,37
Fours,73,53,50,133
Sixes,20,31,28,94
Ducks,1,3,4,9
