Stat,Test,ODI,T20,IPL
Matches,15,71,94,173
Innings,29,66,88,170
Balls,2660,3287,1684,3519
Runs,1121,2461,2078,4337
Maidens,98,23,4,2
Wickets,57,75,97,138
Avg,19.67,32.81,21.42,31.43
Eco,2.53,4.49,7.4,7.39
SR,46.67,43.83,17.36,25.5
BBI,6/38,3/24,3/9,4/21
BBM,11/70,3/24,3/9,4/21
