Stat,Test,ODI,T20,IPL
Matches,0,0,35,0
Innings,0,0,29,0
Runs,0,0,351,0
Balls,0,0,279,0
Highest,0,0,42,0
Average,0,0,13,0
SR,0,0,125.81,0
Not Out,0,0,2,0
Fours,0,0,30,0
Sixes,0,0,19,0
Ducks,0,0,5,0
