Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",0-8,CHNW,T20I,Mong Kok,07 May 26,8,1,0
SEA GAMES WOMENS TWENTY20 CRICKET COMPETITION 2025,0-9,THAIW,T20I,Bangkok,19 Dec 25,18,0.5,0
SEA GAMES WOMENS TWENTY20 CRICKET COMPETITION 2025,1-13,PHIW,T20I,Bangkok,17 Dec 25,4.3,3,1
SEA GAMES WOMENS TWENTY20 CRICKET COMPETITION 2025,0-20,IDNW,T20I,Bangkok,15 Dec 25,6.6,3,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",0-9,HKC W,T20I,Kuala Lumpur,04 Dec 25,9,1,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",0-12,HKC W,T20I,Kuala Lumpur,03 Dec 25,6,2,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",1-10,HKC W,T20I,Kuala Lumpur,01 Dec 25,5,2,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",2-6,HKC W,T20I,Kuala Lumpur,30 Nov 25,3,2,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,0-10,BHRW,T20I,Kuala Lumpur,13 Feb 24,5,2,0
"KUWAIT WOMEN TOUR OF MALAYSIA, 2024",0-7,KUWW,T20I,Johor Bahru,05 Feb 24,7,1,0
"KUWAIT WOMEN TOUR OF MALAYSIA, 2024",1-0,KUWW,T20I,Johor Bahru,04 Feb 24,0,1,1
HONG KONG WOMEN TOUR OF MALAYSIA 2023,0-13,HKC W,T20I,Kuala Lumpur,15 Sep 23,6.5,2,0
HONG KONG WOMEN TOUR OF MALAYSIA 2023,0-15,HKC W,T20I,Kuala Lumpur,13 Sep 23,7.5,2,0
HONG KONG WOMEN TOUR OF MALAYSIA 2023,1-17,HKC W,T20I,Kuala Lumpur,12 Sep 23,4.2,4,0
SEA GAMES WOMENS TWENTY20 CRICKET COMPETITION 2023,0-7,SINW,T20I,Phnom Penh,15 May 23,7,1,0
SEA GAMES WOMENS TWENTY20 CRICKET COMPETITION 2023,3-5,PHIW,T20I,Phnom Penh,06 May 23,1.6,3,0
"MALAYSIA WOMEN TOUR OF SINGAPORE, 2022",0-11,SINW,T20I,Singapore,10 Jul 22,3.6,3,0
