batter,runs,balls,fours,sixes,strike_rate,dismissal
Pathum Nissanka,8,6,0,1,133.33,c (sub)Liam Livingstone b Dilshan Madushanka
KL Rahul,37,23,1,3,160.87,c Abhishek Sharma b Sakib Hussain
Nitish Rana,57,30,7,3,190.0,c Abhishek Sharma b Eshan Malinga
Sameer Rizvi,41,28,2,2,146.43,c Dilshan Madushanka b Harsh Dubey
David Miller,0,1,0,0,0.0,b Eshan Malinga
Tristan Stubbs,27,16,3,1,168.75,c Sakib Hussain b Eshan Malinga
Ashutosh Sharma,14,10,2,0,140.0,c Aniket Verma b Eshan Malinga
Axar Patel,2,3,0,0,66.67,c Nitish Reddy b Harsh Dubey
Kuldeep Yadav,1,2,0,0,50.0,not out
Lungi Ngidi,0,1,0,0,0.0,c Dilshan Madushanka b Harsh Dubey
