bowler,overs,maidens,runs,wickets,economy
Siraj,4,0,17,4,4.2
Ishant,4,0,53,0,13.2
Prasidh,4,0,25,2,6.2
Rashid Khan,4,0,31,0,7.8
Sai Kishore,4,0,24,2,6.0
