batter,runs,balls,fours,sixes,strike_rate,dismissal
Abhishek Sharma,18,16,4,0,112.5,c Rahul Tewatia b Siraj
Head,8,5,2,0,160.0,c Sai Sudharsan b Siraj
Ishan Kishan,17,14,2,0,121.43,c Ishant b Prasidh
Nitish Reddy,31,34,3,0,91.18,c Rashid Khan b Sai Kishore
Klaasen,27,19,2,1,142.11,b Sai Kishore
Aniket Verma,18,14,2,0,128.57,lbw b Siraj
Kamindu Mendis,1,5,0,0,20.0,c Sai Sudharsan b Prasidh
Cummins,22,9,3,1,244.44,not out
Simarjeet Singh,0,2,0,0,0.0,b Siraj
Shami,6,2,1,0,300.0,not out
