bowler,overs,maidens,runs,wickets,economy
Jofra Archer,2,0,17,1,8.5
Nandre Burger,2,0,21,2,10.5
Sandeep Sharma,3,0,26,2,8.7
Tushar Deshpande,2,0,29,1,14.5
Ravi Bishnoi,2,0,25,2,12.5
