batter,runs,balls,fours,sixes,strike_rate,dismissal
Ryan Rickelton,8,4,0,1,200.0,c Dhruv Jurel b Jofra Archer
Rohit Sharma,5,6,0,0,83.33,lbw b Sandeep Sharma
Suryakumar Yadav,6,3,0,1,200.0,c Jofra Archer b Nandre Burger
Tilak Varma,14,10,2,0,140.0,c Shimron Hetmyer b Ravi Bishnoi
Hardik Pandya,9,6,2,0,150.0,c Yashasvi Jaiswal b Ravi Bishnoi
Naman Dhir,25,13,3,1,192.31,c Ravi Bishnoi b Nandre Burger
Sherfane Rutherford,25,8,2,2,312.5,c Sandeep Sharma b Tushar Deshpande
Shardul Thakur,8,7,1,0,114.29,c Dhruv Jurel b Sandeep Sharma
Deepak Chahar,6,5,1,0,120.0,not out
Trent Boult,1,2,0,0,50.0,run out (Jofra Archer)
Jasprit Bumrah,5,2,1,0,250.0,not out
