batter,runs,balls,fours,sixes,strike_rate,dismissal
Harry Brook,9,7,2,0,128.57,c Suryakumar Yadav b Behrendorff
Mayank Agarwal,48,41,4,1,117.07,c Tim David b Riley Meredith
Rahul Tripathi,7,5,1,0,140.0,c Ishan Kishan b Behrendorff
Aiden Markram,22,17,1,1,129.41,c Hrithik Shokeen b Green
Abhishek Sharma,1,2,0,0,50.0,c Tim David b Chawla
Heinrich Klaasen,36,16,4,2,225.0,c Tim David b Chawla
Abdul Samad,9,12,1,0,75.0,run out (Hrithik Shokeen/Ishan Kishan)
Marco Jansen,13,6,3,0,216.67,c Tim David b Riley Meredith
Washington Sundar,10,6,2,0,166.67,run out (Tim David)
Bhuvneshwar Kumar,2,5,0,0,40.0,c Rohit b Arjun Tendulkar
Mayank Markande,2,2,0,0,100.0,not out
