over,runs,wickets
1,4,0
2,4,0
3,16,0
4,14,0
5,11,0
6,13,0
7,5,0
8,5,0
9,8,0
10,6,0
11,10,0
12,13,0
13,15,0
14,7,0
15,12,0
16,10,0
17,20,0
18,9,0
19,18,0
20,14,0
