bowler,overs,maidens,runs,wickets,economy
D Chahar,4,0,38,1,9.5
Tushar Deshpande,4,0,56,0,14.0
M Theekshana,4,0,36,0,9.0
Ravindra Jadeja,4,0,38,1,9.5
Matheesha Pathirana,4,0,44,2,11.0
