batter,runs,balls,fours,sixes,strike_rate,dismissal
Shubman Gill,51,43,6,0,118.6,lbw b D Chahar
Venkatesh Iyer,50,32,5,3,156.25,c Ravindra Jadeja b Thakur
Nitish Rana,0,1,0,0,0.0,c du Plessis b Thakur
Sunil Narine,2,2,0,0,100.0,c Ravindra Jadeja b Hazlewood
Eoin Morgan,4,8,0,0,50.0,c D Chahar b Hazlewood
Dinesh Karthik,9,7,0,1,128.57,c Rayudu b Ravindra Jadeja
Shakib Al Hasan,0,1,0,0,0.0,lbw b Ravindra Jadeja
Rahul Tripathi,2,3,0,0,66.67,c Moeen b Thakur
Lockie Ferguson,18,11,1,1,163.64,not out
Shivam Mavi,20,13,1,2,153.85,c D Chahar b DJ Bravo
