over,runs,wickets
1,4,0
2,9,0
3,4,0
4,3,0
5,5,0
6,8,0
7,2,0
8,9,0
9,1,0
10,10,0
11,6,0
12,5,0
13,8,0
14,12,0
15,6,0
16,6,0
17,4,0
18,9,0
19,16,0
20,16,0
