batter,runs,balls,fours,sixes,strike_rate,dismissal
Shane Warne,18,29,1,0,62.07,b Agarkar
Johan Botha,8,6,2,0,133.33,b Agarkar
Munaf Patel,5,6,0,0,83.33,not out
Ravindra Jadeja,14,19,1,0,73.68,b Sarkar
Tyron Henderson,0,1,0,0,0.0,run out (Hussey)
Yusuf Pathan,9,15,1,0,60.0,run out (Shukla)
Swapnil Asnodkar,4,6,1,0,66.67,run out (Dinda)
Naman Ojha,22,12,0,3,183.33,c Shaikh b Langeveldt
Rob Quiney,1,2,0,0,50.0,c Shaikh b Langeveldt
Niraj Patel,14,22,1,0,63.64,c Ganguly b Langeveldt
Amit Singh,1,2,0,0,50.0,not out
