bowler,overs,maidens,runs,wickets,economy
Akash Deep,4,0,55,2,13.8
Shardul Thakur,4,0,52,2,13.0
Avesh Khan,4,0,45,1,11.2
Digvesh Singh Rathi,4,0,33,1,8.2
Ravi Bishnoi,4,0,47,1,11.8
