Stat,Test,ODI,T20,IPL
Matches,19,22,47,49
Innings,32,21,46,49
Balls,3057,1006,977,1120
Runs,1870,982,1186,1696
Maidens,81,4,0,1
Wickets,70,36,56,61
Avg,26.71,27.28,21.18,27.8
Eco,3.67,5.86,7.28,9.09
SR,43.67,27.94,17.45,18.36
BBI,6/56,4/51,4/7,3/33
BBM,8/120,4/51,4/7,3/33
