Stat,Test,ODI,T20,IPL
Matches,19,22,47,49
Innings,33,7,14,18
Runs,187,40,30,49
Balls,618,59,50,50
Highest,40,10,12,23
Average,7.79,6.67,3.75,7
SR,30.26,67.80,60.00,98.00
Not Out,9,1,6,11
Fours,27,3,1,6
Sixes,0,0,1,0
Ducks,8,1,2,3
