Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
ICC MEN'S T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2026,1-13,SKR,T20I,Nisshin,08 May 26,4.3,3,0
"COOK ISLANDS TOUR OF JAPAN, 2025",2-22,JPN,T20I,"Sano, Kanto",14 May 25,5.5,4,0
"COOK ISLANDS TOUR OF JAPAN, 2025",1-21,JPN,T20I,"Sano, Kanto",13 May 25,5.2,4,0
"JAPAN T20I TRI-SERIES, 2025",1-17,JPN,T20I,"Sano, Kanto",09 May 25,4.2,4,0
"JAPAN T20I TRI-SERIES, 2025",0-18,THAI,T20I,"Sano, Kanto",09 May 25,4.5,4,0
"JAPAN T20I TRI-SERIES, 2025",2-22,THAI,T20I,"Sano, Kanto",07 May 25,5.5,4,0
"ICC MENS T20 WORLD CUP SUB REGIONAL EAST ASIA-PACIFIC QUALIFIER A, 2024",0-26,VAN,T20I,Apia,17 Aug 24,8.6,3,0
"ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER A, 2022",1-37,WSM,T20I,Port Vila,09 Sep 22,16,2.3,0
