batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahul Dravid,0,1,0,0,0.0,c Jadeja b Watson
Zaheer Khan,17,18,2,0,94.44,not out
Mark Boucher,4,10,0,0,40.0,c Rawat b Warne
Jacques Kallis,11,10,2,0,110.0,c Patel b Trivedi
Shivnarine Chanderpaul,2,9,0,0,22.22,c Jadeja b Watson
Ross Taylor,44,20,6,3,220.0,c Smith b Patel
Praveen Kumar,34,30,2,3,113.33,run out (Rawat/Watson)
Virat Kohli,13,14,0,1,92.86,c Rawat b Patel
Vinay Kumar,1,1,0,0,100.0,not out
Sunil Joshi,3,8,0,0,37.5,run out (Sohail Tanvir/Rawat)
