batter,runs,balls,fours,sixes,strike_rate,dismissal
David Warner,18,13,2,1,138.46,b Starc
Prithvi Shaw,10,7,2,0,142.86,c Chakaravarthy b Vaibhav Arora
Mitchell Marsh,0,2,0,0,0.0,c Ramandeep Singh b Starc
Abishek Porel,0,5,0,0,0.0,c Narine b Vaibhav Arora
Rishabh Pant,55,25,4,5,220.0,c Shreyas Iyer b Chakaravarthy
Tristan Stubbs,54,32,4,4,168.75,c Starc b Chakaravarthy
Axar Patel,0,1,0,0,0.0,c (sub)Manish Pandey b Chakaravarthy
Sumit Kumar,7,6,0,1,116.67,c (sub)Manish Pandey b Narine
Rasikh Dar Salam,1,5,0,0,20.0,c Salt b Vaibhav Arora
Anrich Nortje,4,6,0,0,66.67,c Shreyas Iyer b Russell
Ishant Sharma,1,3,0,0,33.33,not out
