Stat,Test,ODI,T20,IPL
Matches,17,47,96,14
Innings,29,39,85,13
Runs,775,1262,2285,132
Balls,1081,1223,1602,109
Highest,87,106,108,25
Average,32.29,42.07,31.74,12
SR,71.70,103.19,142.64,121.11
Not Out,5,9,13,2
Fours,75,92,171,7
Sixes,26,51,108,8
Ducks,2,1,3,1
