Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
INDIAN PREMIER LEAGUE 2026,6(8),MI,T20,Ahmedabad,20 Apr 26,75,0,0
INDIAN PREMIER LEAGUE 2026,19(16),KKR,T20,Ahmedabad,17 Apr 26,118.7,2,0
INDIAN PREMIER LEAGUE 2026,DNB,LSG,T20,Lucknow,12 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,14*(9),DC,T20,Delhi,08 Apr 26,155.5,1,1
INDIAN PREMIER LEAGUE 2026,3(4),RR,T20,Ahmedabad,04 Apr 26,75,0,0
INDIAN PREMIER LEAGUE 2026,25(17),PBKS,T20,New Chandigarh,31 Mar 26,147,1,1
ICC MEN'S T20 WORLD CUP 2026,5(5),IND,T20I,Ahmedabad,08 Mar 26,100,1,0
ICC MEN'S T20 WORLD CUP 2026,DNB,RSA,T20I,Kolkata,04 Mar 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,39(28),ENG,T20I,Colombo,27 Feb 26,139.2,4,1
ICC MEN'S T20 WORLD CUP 2026,18(18),SL,T20I,Colombo,25 Feb 26,100,1,0
ICC MEN'S T20 WORLD CUP 2026,76*(36),CAN,T20I,Chennai,17 Feb 26,211.1,4,6
ICC MEN'S T20 WORLD CUP 2026,1(3),RSA,T20I,Ahmedabad,14 Feb 26,33.3,0,0
ICC MEN'S T20 WORLD CUP 2026,DNB,UAE,T20I,Chennai,10 Feb 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,42(25),AFG,T20I,Chennai,08 Feb 26,168,7,1
"NEW ZEALAND TOUR OF INDIA, 2026",7(6),IND,T20I,Thiruvananthapuram,31 Jan 26,116.6,1,0
"NEW ZEALAND TOUR OF INDIA, 2026",24(16),IND,T20I,Visakhapatnam,28 Jan 26,150,3,1
"NEW ZEALAND TOUR OF INDIA, 2026",48(40),IND,T20I,Guwahati,25 Jan 26,120,6,1
"NEW ZEALAND TOUR OF INDIA, 2026",19(13),IND,T20I,Raipur,23 Jan 26,146.1,2,1
"NEW ZEALAND TOUR OF INDIA, 2026",78(40),IND,T20I,Nagpur,21 Jan 26,195,4,6
"NEW ZEALAND TOUR OF INDIA, 2026",106(88),IND,ODI,Indore,18 Jan 26,120.4,9,3
"NEW ZEALAND TOUR OF INDIA, 2026",32*(25),IND,ODI,Rajkot,14 Jan 26,128,2,1
"NEW ZEALAND TOUR OF INDIA, 2026",12(19),IND,ODI,Vadodara,11 Jan 26,63.1,1,0
"WEST INDIES TOUR OF NEW ZEALAND, 2025",29 & DNB,WI,Test,Mount Maunganui,18 Dec 25,59.1 & DNB,4 & DNB,0 & DNB
"WEST INDIES TOUR OF NEW ZEALAND, 2025",18 & DNB,WI,Test,Wellington,10 Dec 25,66.6 & DNB,0 & DNB,1 & DNB
"ICC CHAMPIONS TROPHY, 2025",34(52),IND,ODI,Dubai,09 Mar 25,65.3,2,1
"ICC CHAMPIONS TROPHY, 2025",49*(27),RSA,ODI,Lahore,05 Mar 25,181.4,6,1
"ICC CHAMPIONS TROPHY, 2025",12(8),IND,ODI,Dubai,02 Mar 25,150,0,1
"ICC CHAMPIONS TROPHY, 2025",21*(28),BAN,ODI,Rawalpindi,24 Feb 25,75,2,1
"ICC CHAMPIONS TROPHY, 2025",61(39),PAK,ODI,Karachi,19 Feb 25,156.4,3,4
"PAKISTAN ODI TRI-SERIES, 2025",20*(17),PAK,ODI,Karachi,14 Feb 25,117.6,2,0
"PAKISTAN ODI TRI-SERIES, 2025",28*(32),RSA,ODI,Lahore,10 Feb 25,87.5,1,1
"PAKISTAN ODI TRI-SERIES, 2025",106*(74),PAK,ODI,Lahore,08 Feb 25,143.2,6,7
"SRI LANKA TOUR OF NEW ZEALAND, 2024-25",0(3),SL,ODI,Auckland,11 Jan 25,0,0,0
"SRI LANKA TOUR OF NEW ZEALAND, 2024-25",22(26),SL,ODI,Hamilton,08 Jan 25,84.6,1,1
"SRI LANKA TOUR OF NEW ZEALAND, 2024-25",DNB,SL,ODI,Wellington,05 Jan 25,DNB,DNB,DNB
"SRI LANKA TOUR OF NEW ZEALAND, 2024-25",6(6),SL,T20I,Nelson,02 Jan 25,100,0,0
"SRI LANKA TOUR OF NEW ZEALAND, 2024-25",23(16),SL,T20I,Mount Maunganui,30 Dec 24,143.7,2,1
"SRI LANKA TOUR OF NEW ZEALAND, 2024-25",8(9),SL,T20I,Mount Maunganui,28 Dec 24,88.8,0,0
"ENGLAND TOUR OF NEW ZEALAND, 2024",5 & 3,ENG,Test,Hamilton,14 Dec 24,50 & 33.3,1 & 0,0 & 0
"ENGLAND TOUR OF NEW ZEALAND, 2024",16* & 16,ENG,Test,Wellington,06 Dec 24,100 & 145.4,3 & 2,0 & 1
"ENGLAND TOUR OF NEW ZEALAND, 2024",58* & 19,ENG,Test,Christchurch,28 Nov 24,66.6 & 59.3,6 & 1,1 & 0
"NEW ZEALAND TOUR OF SRI LANKA, 2024",DNB,SL,ODI,Pallekele,19 Nov 24,DNB,DNB,DNB
"NEW ZEALAND TOUR OF SRI LANKA, 2024",15(22),SL,ODI,Pallekele,17 Nov 24,68.1,1,0
"NEW ZEALAND TOUR OF SRI LANKA, 2024",9(9),SL,ODI,Dambulla,13 Nov 24,100,1,0
"NEW ZEALAND TOUR OF SRI LANKA, 2024",4(9),SL,T20I,Dambulla,10 Nov 24,44.4,0,0
"NEW ZEALAND TOUR OF SRI LANKA, 2024",13(13),SL,T20I,Dambulla,09 Nov 24,100,1,0
"NEW ZEALAND TOUR OF INDIA, 2024",17 & 26,IND,Test,Mumbai,01 Nov 24,60.7 & 185.7,1 & 1,0 & 3
"NEW ZEALAND TOUR OF INDIA, 2024",9 & 48*,IND,Test,Pune,24 Oct 24,29 & 58.5,0 & 4,0 & 2
"NEW ZEALAND TOUR OF INDIA, 2024",14 & DNB,IND,Test,Bengaluru,16 Oct 24,77.7 & DNB,1 & DNB,1 & DNB
"NEW ZEALAND TOUR OF SRI LANKA, 2024",0 & 78,SL,Test,Galle,26 Sep 24,0 & 78.7,0 & 6,0 & 3
"NEW ZEALAND TOUR OF SRI LANKA, 2024",49* & 4,SL,Test,Galle,18 Sep 24,102 & 28.5,2 & 0,5 & 0
ICC MENS T20 WORLD CUP 2024,DNB,PNG,T20I,"Tarouba, Trinidad",17 Jun 24,DNB,DNB,DNB
ICC MENS T20 WORLD CUP 2024,DNB,UGA,T20I,"Tarouba, Trinidad",14 Jun 24,DNB,DNB,DNB
ICC MENS T20 WORLD CUP 2024,40(33),WI,T20I,"Tarouba, Trinidad",12 Jun 24,121.2,3,2
ICC MENS T20 WORLD CUP 2024,18(18),AFG,T20I,Guyana,07 Jun 24,100,2,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2024",2 & 16,AUS,Test,Christchurch,08 Mar 24,25 & 34.7,0 & 2,0 & 0
"AUSTRALIA TOUR OF NEW ZEALAND, 2024",71 & 1,AUS,Test,Wellington,29 Feb 24,101.4 & 14.2,13 & 0,0 & 0
"AUSTRALIA TOUR OF NEW ZEALAND, 2024",40*(24),AUS,T20I,Auckland,25 Feb 24,166.6,5,2
"AUSTRALIA TOUR OF NEW ZEALAND, 2024",42(35),AUS,T20I,Auckland,23 Feb 24,120,3,2
"AUSTRALIA TOUR OF NEW ZEALAND, 2024",19*(10),AUS,T20I,Wellington,21 Feb 24,190,1,1
